Measurement date,O3
2018-06-20,0.03350000000000001
2018-06-21,0.03508333333333335
2018-06-22,0.03337500000000001
2018-06-23,0.03366666666666668
2018-06-24,0.05199999999999999
2018-06-25,0.04341666666666666
2018-06-26,0.028375000000000015
2018-06-27,0.030333333333333348
2018-06-28,0.019750000000000007
2018-06-29,0.03129166666666667
2018-06-30,0.01979166666666667
2018-07-01,0.01479166666666667
2018-07-02,0.01970833333333334
2018-07-03,0.0076250000000000024
2018-07-04,0.01904166666666667
2018-07-05,0.013958333333333336
2018-07-06,0.01712500000000001
2018-07-07,0.02120833333333334
2018-07-08,0.027250000000000007
2018-07-09,0.00816666666666667
2018-07-10,0.006916666666666668
2018-07-11,0.006750000000000002
2018-07-12,0.006208333333333334
2018-07-13,0.009833333333333335
2018-07-14,0.013375000000000003
2018-07-15,0.02125
2018-07-16,0.017666666666666674
2018-07-17,0.01516666666666667
2018-07-18,0.020000000000000004
2018-07-19,0.022291666666666668
2018-07-20,0.031166666666666665
2018-07-21,0.04
2018-07-22,0.037416666666666674
2018-07-23,0.02491666666666667
2018-07-24,0.035500000000000004
2018-07-25,0.022624999999999996
2018-07-26,0.022374999999999996
2018-07-27,0.023958333333333335
2018-07-28,0.014208333333333338
2018-07-29,0.018041666666666675
2018-07-30,0.017666666666666674
2018-07-31,0.027750000000000007
2018-08-01,0.03283333333333333
2018-08-02,0.04145833333333334
2018-08-03,0.044625
2018-08-04,0.026625
2018-08-05,0.020958333333333343
2018-08-06,0.01916666666666667
2018-08-07,0.02725000000000001
2018-08-08,0.018625000000000003
2018-08-09,0.015458333333333338
2018-08-10,0.022750000000000003
2018-08-11,0.027208333333333338
2018-08-12,0.02716666666666667
2018-08-13,0.022708333333333334
2018-08-14,0.011875000000000002
2018-08-15,0.02887500000000001
2018-08-16,0.02416666666666668
2018-08-17,0.03004166666666667
2018-08-18,0.03475
2018-08-19,0.04345833333333333
2018-08-20,0.04416666666666667
2018-08-21,0.02925000000000001
2018-08-22,0.026833333333333334
2018-08-23,0.014750000000000004
2018-08-24,0.018625000000000006
2018-08-25,0.041000000000000016
2018-08-26,0.03133333333333334
2018-08-27,0.018708333333333344
2018-08-28,0.00841666666666667
2018-08-29,0.006000000000000001
2018-08-30,0.022166666666666668
2018-08-31,0.022541666666666668
2018-09-01,0.020875000000000008
2018-09-02,0.02954166666666667
2018-09-03,0.016291666666666677
2018-09-04,0.025333333333333343
2018-09-05,0.038333333333333344
2018-09-06,0.02995833333333334
2018-09-07,0.03100000000000001
2018-09-08,0.020541666666666666
2018-09-09,0.026
2018-09-10,0.028875000000000015
2018-09-11,0.02687500000000001
2018-09-12,0.03075000000000001
2018-09-13,0.018958333333333337
2018-09-14,0.015583333333333338
2018-09-15,0.01633333333333334
2018-09-16,0.023124999999999996
2018-09-17,0.03216666666666667
2018-09-18,0.01954166666666667
2018-09-19,0.01979166666666667
2018-09-20,0.021583333333333343
2018-09-21,0.020958333333333343
2018-09-22,0.024124999999999997
2018-09-23,0.02995833333333334
2018-09-24,0.02462500000000001
2018-09-25,0.019916666666666676
2018-09-26,0.02945833333333335
2018-09-27,0.026958333333333348
2018-09-28,0.016875000000000005
2018-09-29,0.014916666666666668
2018-09-30,0.02308333333333334
2018-10-01,0.027250000000000014
2018-10-02,0.0175
2018-10-03,0.0165
2018-10-04,0.020083333333333342
2018-10-05,0.027083333333333348
2018-10-06,0.029083333333333346
2018-10-07,0.02108333333333334
2018-10-08,0.012166666666666668
2018-10-09,0.013791666666666669
2018-10-10,0.023708333333333345
2018-10-11,0.015666666666666672
2018-10-12,0.007416666666666669
2018-10-13,0.008833333333333334
2018-10-14,0.021875000000000002
2018-10-15,0.02208333333333333
2018-10-16,0.014416666666666666
2018-10-17,0.011583333333333334
2018-10-18,0.012875000000000003
2018-10-19,0.01683333333333334
2018-10-20,0.010625
2018-10-21,0.015666666666666666
2018-10-22,0.011541666666666667
2018-10-23,0.011458333333333334
2018-10-24,0.010625
2018-10-25,0.008416666666666668
2018-10-26,0.010875000000000001
2018-10-27,0.02308333333333334
2018-10-28,0.013625000000000003
2018-10-29,0.013541666666666667
2018-10-30,0.012875
2018-10-31,0.013166666666666669
2018-11-01,0.006541666666666668
2018-11-02,0.008
2018-11-03,0.008208333333333337
2018-11-04,0.012833333333333335
2018-11-05,0.007125000000000002
2018-11-06,0.003583333333333334
2018-11-07,0.00866666666666667
2018-11-08,0.015250000000000007
2018-11-09,0.026333333333333344
2018-11-10,0.016666666666666673
2018-11-11,0.009041666666666668
2018-11-12,0.013166666666666669
2018-11-13,0.007666666666666666
2018-11-14,0.011083333333333334
2018-11-15,0.008125
2018-11-16,0.012541666666666668
2018-11-17,0.010208333333333335
2018-11-18,0.009208333333333334
2018-11-19,0.010750000000000003
2018-11-20,0.008291666666666668
2018-11-21,0.007458333333333334
2018-11-22,0.020958333333333343
2018-11-23,0.010958333333333334
2018-11-24,0.010458333333333339
2018-11-25,0.004500000000000001
2018-11-26,0.005291666666666667
2018-11-27,0.0030833333333333338
2018-11-28,0.011375000000000001
2018-11-29,0.002500000000000001
2018-11-30,0.002
